WKT,GEOID,NAME,variable,estimate,moe
"POLYGON ((-77.049515 38.928134,-77.046162 38.92596,-77.04491 38.926578,-77.044534 38.928123,-77.043368 38.927969,-77.041887 38.927229,-77.041214 38.927182,-77.041214 38.92686,-77.041604 38.925472,-77.041099 38.925233,-77.043677 38.923425,-77.043359 38.923239,-77.04734 38.923248,-77.048565 38.923344,-77.049515 38.928134))","11001003902","Census Tract 39.02; District of Columbia; District of Columbia",B25001_001,1305,123
"POLYGON ((-77.049515 38.928134,-77.046162 38.92596,-77.04491 38.926578,-77.044534 38.928123,-77.043368 38.927969,-77.041887 38.927229,-77.041214 38.927182,-77.041214 38.92686,-77.041604 38.925472,-77.041099 38.925233,-77.043677 38.923425,-77.043359 38.923239,-77.04734 38.923248,-77.048565 38.923344,-77.049515 38.928134))","11001003902","Census Tract 39.02; District of Columbia; District of Columbia",B25002_003,289,169
"POLYGON ((-77.049515 38.928134,-77.046162 38.92596,-77.04491 38.926578,-77.044534 38.928123,-77.043368 38.927969,-77.041887 38.927229,-77.041214 38.927182,-77.041214 38.92686,-77.041604 38.925472,-77.041099 38.925233,-77.043677 38.923425,-77.043359 38.923239,-77.04734 38.923248,-77.048565 38.923344,-77.049515 38.928134))","11001003902","Census Tract 39.02; District of Columbia; District of Columbia",B25003_002,538,108
"POLYGON ((-77.049515 38.928134,-77.046162 38.92596,-77.04491 38.926578,-77.044534 38.928123,-77.043368 38.927969,-77.041887 38.927229,-77.041214 38.927182,-77.041214 38.92686,-77.041604 38.925472,-77.041099 38.925233,-77.043677 38.923425,-77.043359 38.923239,-77.04734 38.923248,-77.048565 38.923344,-77.049515 38.928134))","11001003902","Census Tract 39.02; District of Columbia; District of Columbia",B25003_003,478,138
"POLYGON ((-77.049515 38.928134,-77.046162 38.92596,-77.04491 38.926578,-77.044534 38.928123,-77.043368 38.927969,-77.041887 38.927229,-77.041214 38.927182,-77.041214 38.92686,-77.041604 38.925472,-77.041099 38.925233,-77.043677 38.923425,-77.043359 38.923239,-77.04734 38.923248,-77.048565 38.923344,-77.049515 38.928134))","11001003902","Census Tract 39.02; District of Columbia; District of Columbia",B25064_001,2211,204
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B01003_001,4105,1040
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B03002_003,48,31
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B03002_004,3715,1061
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B03002_012,263,224
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B11001_001,1560,282
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B11001_006,611,212
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B15003_022,583,263
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B15003_023,89,66
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B15003_024,45,51
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B15003_025,0,14
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B17001_002,923,422
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B19013_001,68782,13426
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B23025_005,228,169
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B25001_001,1845,267
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B25002_003,285,145
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B25003_002,881,272
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B25003_003,679,154
"POLYGON ((-76.927957 38.891884,-76.92628 38.89661,-76.925133 38.895897,-76.921892 38.895805,-76.920513 38.895806,-76.917779 38.895813,-76.913657 38.895812,-76.9134133749321 38.8960170374589,-76.9128689511191 38.8955828075168,-76.9109558022081 38.8940568886994,-76.9105288415883 38.8937163468627,-76.909395 38.892812,-76.910795 38.891712,-76.9127638557406 38.8901832414249,-76.9132625757576 38.889796,-76.9133033917624 38.8897643075727,-76.91417 38.889789,-76.917785 38.8898,-76.920707 38.889817,-76.922909 38.889802,-76.927966 38.889812,-76.927957 38.891884))","11001007808","Census Tract 78.08; District of Columbia; District of Columbia",B25064_001,902,386
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B01003_001,3239,539
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B03002_003,1774,298
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B03002_004,741,491
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B03002_012,310,237
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B11001_001,2182,331
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B11001_006,268,163
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B15003_022,825,272
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B15003_023,954,305
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B15003_024,217,111
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B15003_025,113,69
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B17001_002,295,153
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B19013_001,87750,16226
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B23025_005,31,34
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B25001_001,2503,312
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B25002_003,321,165
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B25003_002,644,166
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B25003_003,1538,304
"POLYGON ((-77.082565 38.921497,-77.081651 38.926257,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077048 38.925744,-77.073858 38.925586,-77.073188 38.926182,-77.073152 38.922995,-77.072907 38.922543,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082565 38.921497))","11001000702","Census Tract 7.02; District of Columbia; District of Columbia",B25064_001,1799,70
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B01003_001,3228,748
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B03002_003,731,314
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B03002_004,1758,660
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B03002_012,544,382
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B11001_001,1267,227
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B11001_006,359,165
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B15003_022,383,132
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B15003_023,379,143
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B15003_024,131,75
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B15003_025,21,23
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.015673 38.945729,-77.016014 38.946395,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02; District of Columbia; District of Columbia",B17001_002,436,563
