tract,year,shift,total_crimes,violent_crimes,property_crimes,nearest_station,dist_to_nearest_metro,name,nearest_station_id,stations_within_400m,stations_within_800m,line,above_ground,transfer_station,total_population,median_household_income,log_pop,pct_white,pct_black_nh,pct_hispanic,pct_bachelors_only,pct_graduate,pct_poverty,pct_unemployed,pct_single_parent,pct_renter,pct_vacant,red_line,green_line,yellow_line,blue_line,orange_line,silver_line,blue_orange_silver_line,green_yellow_line
"Census Tract 47.02, District of Columbia, District of Columbia",2024,DAY,44,1,43,Judiciary Sq,589.9987804884111,Judiciary Sq,MetroStnPt_26,0,3,red,0,0,3449,140069,8.145839612936841,0.5650913308205276,0.1809220063786605,0.11423601043780807,0.2693534357784865,0.5250797332560162,0.06639605682806611,0.018846042331110466,0.013681060282171868,0.7725880551301685,0.10451761102603369,1,0,0,0,0,0,0,0
"Census Tract 74.01, District of Columbia, District of Columbia",2024,DAY,29,5,24,Anacostia,210.0637048282874,Anacostia,MetroStnPt_39,1,1,green,0,0,1249,31862,7.130098510125578,0.017614091273018415,0.9391513210568455,0.020816653322658127,0.10808646917534027,0.053642914331465175,0.36509207365892715,0.09047237790232186,0.3044776119402985,0.6530864197530865,0.1728395061728395,0,1,0,0,0,0,0,1
"Census Tract 74.07, District of Columbia, District of Columbia",2024,DAY,33,5,28,Anacostia,1090.245924773933,Anacostia,MetroStnPt_39,0,0,green,0,0,3473,51750,8.152774052744075,0.04750935790382954,0.9095882522315002,0.033112582781456956,0.10912755542758422,0.06334581053843939,0.33342931183414914,0.049524906420961703,0.40063897763578277,0.5236737022247575,0.10724472333143183,0,1,0,0,0,0,0,1
"Census Tract 76.03, District of Columbia, District of Columbia",2024,DAY,75,2,73,Congress Heights,3000.599085247944,Congress Heights,MetroStnPt_40,0,0,green,0,0,4519,78877,8.41604600941128,0.024120380615180348,0.8541712768311573,0.048462049125912815,0.21531312237220623,0.07523788448771852,0.14427970789997788,0.04093826067714096,0.24442421483841603,0.648,0.07494736842105264,0,1,0,0,0,0,0,1
"Census Tract 77.08, District of Columbia, District of Columbia",2024,DAY,67,8,59,Stadium Armory,1345.8534188241238,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,2661,48948,7.886457270977689,0.007891770011273957,0.9244644870349493,0.012777151446824501,0.053363397219090565,0.046223224351747465,0.2976324689966178,0.0977076287110109,0.2632978723404255,0.7836965294592413,0.08958837772397095,0,0,0,1,1,1,1,0
"Census Tract 78.08, District of Columbia, District of Columbia",2024,DAY,55,13,42,Benning Road,1656.8588757157063,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,4412,67611,8.392083380373393,0.007932910244786946,0.9376699909338169,0.03943789664551224,0.13032638259292836,0.03241160471441523,0.2515865820489574,0.058476881233000905,0.42342342342342343,0.43530048727666487,0.15863562533838657,0,0,0,1,0,1,1,0
"Census Tract 78.09, District of Columbia, District of Columbia",2024,DAY,52,9,43,Deanwood,781.6596622831879,Deanwood,MetroStnPt_15,0,1,orange,1,0,2717,88425,7.907283609426348,0.07508281192491718,0.7456753772543246,0.10747147589252852,0.14059624585940375,0.09495767390504233,0.30990062569009935,0.10121457489878542,0.22875816993464052,0.33808095952023987,0.08245877061469266,0,0,0,0,1,0,1,0
"Census Tract 83.01, District of Columbia, District of Columbia",2024,DAY,47,1,46,Union Station,579.5853146848482,Union Station,MetroStnPt_25,0,1,red,0,0,2868,160625,7.961370201719511,0.6398186889818689,0.12691771269177127,0.11227336122733612,0.32112970711297073,0.4198047419804742,0.07740585774058577,0.024407252440725245,0.04525993883792049,0.4606345475910693,0.03936545240893067,1,0,0,0,0,0,0,0
"Census Tract 96.01, District of Columbia, District of Columbia",2024,DAY,45,2,43,Deanwood,814.8404187063786,Deanwood,MetroStnPt_15,0,0,orange,1,0,2288,40987,7.7354333524996886,0.06774475524475525,0.8841783216783217,0.030157342657342656,0.07080419580419581,0.07211538461538461,0.3159965034965035,0.04283216783216783,0.5461988304093567,0.5814931650893796,0.10094637223974763,0,0,0,0,1,0,1,0
"Census Tract 96.02, District of Columbia, District of Columbia",2024,DAY,60,2,58,Minnesota Ave,623.148035871409,Minnesota Ave,MetroStnPt_22,0,1,orange,1,0,5822,44718,8.669399124305569,0.008759876331157677,0.8486774304362762,0.10340089316386121,0.08605290278254896,0.08141532119546548,0.3230848505668155,0.06664376502919958,0.41136974037600715,0.8010269576379975,0.044073598630723146,0,0,0,0,1,0,1,0
"Census Tract 98.04, District of Columbia, District of Columbia",2024,DAY,29,8,21,Congress Heights,1044.1903018671258,Congress Heights,MetroStnPt_40,0,0,green,0,0,2989,48558,8.002694162283937,0.035797925727668115,0.7039143526262964,0.1759785881565741,0.04516560722649716,0.053864168618266976,0.31816661090665777,0.1134158581465373,0.3732943469785575,0.7340425531914894,0.09042553191489362,0,1,0,0,0,0,0,1
"Census Tract 98.10, District of Columbia, District of Columbia",2024,DAY,19,3,16,Congress Heights,2480.750120536253,Congress Heights,MetroStnPt_40,0,0,green,0,0,2109,NA,7.653969180478774,0.005689900426742532,0.9374110953058321,0,0.015647226173541962,0.02418207681365576,0.5120910384068279,0.10478899952584163,0.5073839662447257,0.7914163090128755,0.18626609442060085,0,1,0,0,0,0,0,1
"Census Tract 89.03, District of Columbia, District of Columbia",2024,DAY,209,3,206,Stadium Armory,1939.8540818589536,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,3827,60433,8.249836485425702,0.07159655082309903,0.8275411549516593,0.06036059576691926,0.12699242226286908,0.13822837731904886,0.22837731904886335,0.08387771100078391,0.29550827423167847,0.6495257114328508,0.15526709935097355,0,0,0,1,1,1,1,0
"Census Tract 44.01, District of Columbia, District of Columbia",2024,DAY,115,5,110,U St/African-Amer Civil War Memorial/Cardozo,194.9541370521853,U St/African-Amer Civil War Memorial/Cardozo,MetroStnPt_12,1,2,green,0,0,3540,213300,8.17188200612782,0.535593220338983,0.24858757062146894,0.06610169491525424,0.29548022598870055,0.4505649717514124,0.031638418079096044,0,0,0.4531872509960159,0.0398406374501992,0,1,0,0,0,0,0,1
"Census Tract 27.03, District of Columbia, District of Columbia",2024,DAY,29,1,28,Columbia Heights,883.0565747100123,Columbia Heights,MetroStnPt_9,0,0,green,0,0,2403,145489,7.784473235736469,0.4706616729088639,0.293799417394923,0.12734082397003746,0.2484394506866417,0.3986683312526009,0.03786933000416146,0.05784436121514773,0.0456754130223518,0.4662327095199349,0.16273393002441008,0,1,0,0,0,0,0,1
"Census Tract 38.01, District of Columbia, District of Columbia",2024,DAY,26,0,26,U St/African-Amer Civil War Memorial/Cardozo,1037.3638588884319,U St/African-Amer Civil War Memorial/Cardozo,MetroStnPt_12,0,0,green,0,0,1440,155694,7.272398392570047,0.7784722222222222,0.06875,0.049305555555555554,0.3111111111111111,0.5361111111111111,0.06805555555555555,0.021527777777777778,0,0.484629294755877,0.10488245931283906,0,1,0,0,0,0,0,1
"Census Tract 27.04, District of Columbia, District of Columbia",2024,DAY,15,1,14,Columbia Heights,1198.858306794607,Columbia Heights,MetroStnPt_9,0,0,green,0,0,2861,76226,7.95892649305011,0.41139461726668997,0.13037399510660608,0.2530583711988815,0.17616218105557496,0.33484795526039846,0.08423628102062217,0.01048584411045089,0.06963958460598656,0.6940222897669707,0.1707193515704154,0,1,0,0,0,0,0,1
"Census Tract 56.02, District of Columbia, District of Columbia",2024,DAY,12,0,12,Foggy Bottom-GWU,375.6511702341517,Foggy Bottom-GWU,MetroStnPt_21,1,1,"blue, orange, silver",0,0,4005,123710,8.29529885950246,0.6234706616729089,0.045692883895131084,0.12659176029962546,0.1540574282147316,0.41523096129837705,0.08239700374531835,0.01947565543071161,0.05891238670694864,0.5073496659242762,0.11536748329621381,0,0,0,1,1,1,1,0
"Census Tract 52.02, District of Columbia, District of Columbia",2024,DAY,119,1,118,Dupont Circle,795.5059525508368,Dupont Circle,MetroStnPt_14,0,1,red,0,0,3313,184596,8.105609402299896,0.7280410504074857,0.038031995170540296,0.06036824630244492,0.24630244491397524,0.6118321762752792,0.05795351645034712,0.012073649260488983,0.008652094717668488,0.42613381230354735,0.013920071845532105,1,0,0,0,0,0,0,0
"Census Tract 106.03, District of Columbia, District of Columbia",2024,DAY,52,1,51,Union Station,384.5981329012464,Union Station,MetroStnPt_25,1,2,red,0,0,2859,108469,7.958227192322312,0.5561385099685204,0.21161245190626093,0.06995452955578874,0.33508219657222804,0.33263378803777544,0.0472193074501574,0.0027981811822315496,0.014873574615765989,0.8893298059964727,0.11067019400352733,1,0,0,0,0,0,0,0
"Census Tract 110.02, District of Columbia, District of Columbia",2024,DAY,9,1,8,Waterfront,958.1658553216985,Waterfront,MetroStnPt_38,0,0,green,0,0,1440,120606,7.272398392570047,0.6875,0.17847222222222223,0.010416666666666666,0.23541666666666666,0.5361111111111111,0.06319444444444444,0.052083333333333336,0.02480916030534351,0.18526785714285715,0.22023809523809523,0,1,0,0,0,0,0,1
"Census Tract 8.04, District of Columbia, District of Columbia",2024,DAY,21,0,21,Tenleytown-AU,3046.3202194998453,Tenleytown-AU,MetroStnPt_4,0,0,red,0,0,3827,250001,8.249836485425702,0.797752808988764,0.03684348053305461,0.03736608309380716,0.19231774235693755,0.3266266004703423,0.020904102430101906,0.01489417298144761,0.03165584415584415,0.17022792022792022,0.1225071225071225,1,0,0,0,0,0,0,0
"Census Tract 37.01, District of Columbia, District of Columbia",2024,DAY,20,2,18,Columbia Heights,725.0186206377248,Columbia Heights,MetroStnPt_9,0,2,green,0,0,2508,134508,7.827240901752812,0.3927432216905901,0.08492822966507177,0.4449760765550239,0.2511961722488038,0.3652312599681021,0.022328548644338118,3.9872408293460925e-4,0.10650464617583988,0.5894955079474775,0.0331720801658604,0,1,0,0,0,0,0,1
"Census Tract 7.03, District of Columbia, District of Columbia",2024,DAY,6,1,5,Cleveland Park,1925.1597530039971,Cleveland Park,MetroStnPt_7,0,0,red,0,0,2788,124019,7.933079771880415,0.7144906743185079,0.04913916786226686,0.11585365853658537,0.20408895265423244,0.49067431850789095,0.035868005738880916,0.024748923959827834,0.014713896457765668,0.28768382352941174,0.1567095588235294,1,0,0,0,0,0,0,0
"Census Tract 7.02, District of Columbia, District of Columbia",2024,DAY,14,1,13,Cleveland Park,2082.2481825816926,Cleveland Park,MetroStnPt_7,0,0,red,0,0,3258,88830,8.08886878916199,0.5220994475138122,0.23173726212400245,0.12369551872314304,0.23173726212400245,0.3993247391037446,0.09023941068139964,0.00798035604665439,0.07653296449976948,0.6154461784713886,0.13205282112845138,1,0,0,0,0,0,0,0
"Census Tract 14.02, District of Columbia, District of Columbia",2024,DAY,32,1,31,Friendship Heights,1899.2894806737813,Friendship Heights,MetroStnPt_2,0,0,red,0,0,3521,176111,8.166500319155052,0.6384549843794377,0.09201931269525702,0.09429139449020164,0.2382845782448168,0.41266685600681624,0.024992899744390798,0.008520306731042317,0.050119331742243436,0.3547297297297297,0.05630630630630631,1,0,0,0,0,0,0,0
"Census Tract 21.01, District of Columbia, District of Columbia",2024,DAY,66,3,63,Fort Totten,1951.2170748740434,Fort Totten,MetroStnPt_3,0,0,"red, green",1,1,5453,119539,8.60392119492606,0.19383825417201542,0.5061434072987346,0.18485237483953787,0.15807812213460481,0.24848707133687878,0.05116449660737209,0.022556390977443608,0.15375153751537515,0.3574451712196999,0.06156213928434013,1,1,0,0,0,0,0,1
"Census Tract 35, District of Columbia, District of Columbia",2024,DAY,178,7,171,U St/African-Amer Civil War Memorial/Cardozo,655.4106919900677,U St/African-Amer Civil War Memorial/Cardozo,MetroStnPt_12,0,1,green,0,0,5138,98000,8.544419177669829,0.3224990268586999,0.5161541455819385,0.06033476060724017,0.2421175554690541,0.2263526664071623,0.10354223433242507,0.023744647722849357,0.06405529953917051,0.6788263283108644,0.13957176843774782,0,1,0,0,0,0,0,1
"Census Tract 73.04, District of Columbia, District of Columbia",2024,DAY,61,11,50,Congress Heights,615.2191412338587,Congress Heights,MetroStnPt_40,0,1,green,0,0,5288,44044,8.573195381531523,0.037821482602118005,0.908661119515885,0.007564296520423601,0.045574886535552195,0.09020423600605143,0.3611951588502269,0.08434190620272315,0.35733573357335735,0.6820408163265306,0.09306122448979592,0,1,0,0,0,0,0,1
"Census Tract 76.01, District of Columbia, District of Columbia",2024,DAY,107,17,90,Potomac Ave,1189.0981960191355,Potomac Ave,MetroStnPt_36,0,0,"blue, orange, silver",0,0,4240,69273,8.352318548226004,0.06485849056603774,0.8009433962264151,0.10306603773584906,0.2018867924528302,0.1214622641509434,0.252122641509434,0.03561320754716981,0.39786666666666665,0.5244258872651357,0.21711899791231734,0,0,0,1,1,1,1,0
"Census Tract 82, District of Columbia, District of Columbia",2024,DAY,20,1,19,Capitol South,845.3813928385464,Capitol South,MetroStnPt_33,0,0,"blue, orange, silver",0,0,2661,121932,7.886457270977689,0.6091694851559564,0.10822998872604284,0.08906426155580609,0.1939120631341601,0.4532130777903044,0.04659902292371289,0.012025554302893648,0.016835016835016835,0.5916666666666667,0.175,0,0,0,1,1,1,1,0
"Census Tract 87.02, District of Columbia, District of Columbia",2024,DAY,120,7,113,Rhode Island Ave,811.2491399514394,Rhode Island Ave,MetroStnPt_11,0,0,red,1,0,3672,112720,8.20849175174038,0.3907952069716776,0.36437908496732024,0.11328976034858387,0.35784313725490197,0.3172657952069717,0.08387799564270153,0.02287581699346405,0.0060396893874029335,0.6409144659046118,0.08632242806464328,1,0,0,0,0,0,0,0
"Census Tract 95.03, District of Columbia, District of Columbia",2024,DAY,42,2,40,Brookland-CUA,1424.7212158616794,Brookland-CUA,MetroStnPt_8,0,0,red,0,0,2911,95313,7.976251943745623,0.252834077636551,0.6379251116454826,0.06526966678117485,0.14462384060460323,0.22088629336997595,0.10958433527997252,0.02095499828237719,0.21566975568660487,0.13333333333333333,0.034959349593495934,1,0,0,0,0,0,0,0
"Census Tract 95.08, District of Columbia, District of Columbia",2024,DAY,23,1,22,Fort Totten,359.1501789868978,Fort Totten,MetroStnPt_3,1,1,"red, green",1,1,3930,96125,8.276394704863307,0.051908396946564885,0.6992366412213741,0.1524173027989822,0.12493638676844784,0.2193384223918575,0.06844783715012723,0.05089058524173028,0.22144772117962466,0.5944841675178754,0.047497446373850866,1,1,0,0,0,0,0,1
"Census Tract 99.05, District of Columbia, District of Columbia",2024,DAY,38,5,33,Benning Road,1371.7672790028598,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,3562,83976,8.178077463849608,0.016002245929253228,0.9635036496350365,0.006176305446378439,0.11454239191465469,0.08759124087591241,0.28775968556990456,0.08366086468276249,0.5279265493496557,0.3326732673267327,0.1372937293729373,0,0,0,1,0,1,1,0
"Census Tract 2.02, District of Columbia, District of Columbia",2024,DAY,85,2,83,Foggy Bottom-GWU,1775.483288335321,Foggy Bottom-GWU,MetroStnPt_21,0,0,"blue, orange, silver",0,0,4068,135332,8.31090675716845,0.7767944936086529,0.021386430678466076,0.10103244837758112,0.14626352015732547,0.40142576204523106,0.10889872173058014,0.01696165191740413,0.021393307734503566,0.2617749132374814,0.0961824491819534,0,0,0,1,1,1,1,0
"Census Tract 109, District of Columbia, District of Columbia",2024,DAY,25,3,22,Congress Heights,4929.644054509208,Congress Heights,MetroStnPt_40,0,0,green,0,0,3458,35457,8.148445666243235,0.032388663967611336,0.793233082706767,0.006362058993637941,0.005205320994794679,0.03788316946211683,0.2848467322151533,0.04569115095430885,0.3241106719367589,0.8585365853658536,0.11846689895470383,0,1,0,0,0,0,0,1
"Census Tract 74.09, District of Columbia, District of Columbia",2024,DAY,19,4,15,Congress Heights,1230.0852480218934,Congress Heights,MetroStnPt_40,0,0,green,0,0,3571,NA,8.18060094759445,0,0.9481937832539905,0.03948473816858023,0.0400448053766452,0.042285074208905066,0.3727247269672361,0.08401008120974517,0.4453172205438066,0.7262044653349001,0.027614571092831962,0,1,0,0,0,0,0,1
"Census Tract 76.04, District of Columbia, District of Columbia",2024,DAY,99,10,89,Potomac Ave,2528.090789766678,Potomac Ave,MetroStnPt_36,0,0,"blue, orange, silver",0,0,4029,83813,8.301273485191347,0.03723008190618019,0.760734673616282,0.05559692231322909,0.16554976420948125,0.1893770166294366,0.19806403574087864,0.05212211466865227,0.1859891465219536,0.5663797009515179,0.08155867693701857,0,0,0,1,1,1,1,0
"Census Tract 9800, District of Columbia, District of Columbia",2024,DAY,37,3,34,Smithsonian,1079.2668903435017,Smithsonian,MetroStnPt_30,0,0,"blue, orange, silver",0,0,17,NA,2.833213344056216,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
"Census Tract 9.03, District of Columbia, District of Columbia",2024,DAY,7,0,7,Tenleytown-AU,1712.7404819601293,Tenleytown-AU,MetroStnPt_4,0,0,red,0,0,3578,250001,8.182559264068665,0.7400782560089435,0.06707657909446618,0.08943543879262157,0.05170486305198435,0.12884292901062047,0.029625489100055896,0.043599776411403016,0.10148514851485149,0.16585365853658537,0.014634146341463415,1,0,0,0,0,0,0,0
"Census Tract 38.02, District of Columbia, District of Columbia",2024,DAY,43,2,41,Columbia Heights,801.5834460954262,Columbia Heights,MetroStnPt_9,0,0,green,0,0,3645,153279,8.201111644442758,0.49958847736625517,0.12290809327846365,0.1914951989026063,0.3626886145404664,0.3484224965706447,0.0897119341563786,0.02194787379972565,0.005610098176718092,0.7278702892199824,0.06266432953549518,0,1,0,0,0,0,0,1
"Census Tract 72.02, District of Columbia, District of Columbia",2024,DAY,92,2,90,Navy Yard - Ballpark,295.66856021914543,Navy Yard - Ballpark,MetroStnPt_37,1,2,green,0,0,6091,140906,8.714567550836485,0.6627811525201116,0.16483336069610902,0.11574454112625185,0.44803808898374653,0.3608602856673781,0.07798391068790018,0.05779018223608603,0.01460727969348659,0.8073761854583772,0.11991570073761855,0,1,0,0,0,0,0,1
"Census Tract 72.03, District of Columbia, District of Columbia",2024,DAY,122,3,119,Navy Yard - Ballpark,517.9535782391407,Navy Yard - Ballpark,MetroStnPt_37,0,2,green,0,0,3361,158221,8.119993827725105,0.5572746206486164,0.27462064861648317,0.060993751859565605,0.23742933650699197,0.36804522463552514,0.07825052067836953,0.017851829812555786,0.09100364014560583,0.6586178184845962,0.1994171523730225,0,1,0,0,0,0,0,1
"Census Tract 10.04, District of Columbia, District of Columbia",2024,DAY,62,0,62,Tenleytown-AU,503.77036213941676,Tenleytown-AU,MetroStnPt_4,0,1,red,0,0,3938,232045,8.278428259199071,0.7422549517521585,0.04266124936515998,0.07313357034027425,0.16556627729812087,0.41366175723717624,0.09903504316912139,0.005078720162519045,0.055701179554390565,0.21971496437054633,0.09382422802850356,1,0,0,0,0,0,0,0
"Census Tract 6, District of Columbia, District of Columbia",2024,DAY,48,2,46,Cleveland Park,749.1111364759862,Cleveland Park,MetroStnPt_7,0,1,red,0,0,4416,193954,8.392989587956931,0.8109148550724637,0.04642210144927536,0.05321557971014493,0.22803442028985507,0.46580615942028986,0.03260869565217391,0.012001811594202898,0.06573615488518686,0.26817792985457656,0.05004277159965783,1,0,0,0,0,0,0,0
